html,1
head,1
meta,8
title,1
link,14
script,24
style,3
body,1
div,152
header,1
a,89
img,36
nav,2
form,2
input,8
br,2
label,1
span,1
p,23
ul,9
li,74
h2,36
h1,1
aside,1
footer,1
