html,1
head,1
meta,43
link,67
title,1
script,36
style,4
body,1
div,232
textarea,1
span,16
a,235
i,1
form,5
input,12
button,6
p,9
label,8
ul,32
li,209
img,22
b,1
article,9
h1,1
section,9
noscript,2
cite,1
iframe,1
footer,1
ol,32
br,1
