head,1
title,1
meta,29
script,11
link,18
body,1
noscript,1
iframe,1
div,186
header,2
nav,5
ul,40
li,272
a,82
span,180
img,11
form,3
input,28
select,2
option,6
fieldset,2
svg,13
path,17
button,16
i,5
p,27
h1,1
em,119
g,3
h2,2
audio,3
section,14
h3,6
strong,14
ol,5
br,4
aside,2
circle,2
article,7
footer,1
