html,1
head,1
meta,6
title,1
script,6
link,26
body,1
div,106
a,544
h1,1
p,23
b,26
span,177
sup,26
sub,11
input,7
h2,14
label,2
ul,36
li,358
i,39
img,19
dl,1
dd,1
math,1
semantics,1
mrow,32
mstyle,1
mtable,1
mtr,2
mtd,4
mi,26
mo,25
msub,11
mn,11
msup,2
mfrac,5
mtext,2
annotation,1
table,5
tbody,5
tr,22
th,16
td,34
ol,1
style,1
cite,10
q,1
h3,13
abbr,6
br,6
noscript,1
form,1
