html,1
head,1
meta,15
link,29
title,1
script,23
body,1
div,236
header,1
a,219
img,39
span,297
ul,14
li,94
svg,7
g,13
path,7
nav,1
p,92
i,1
form,3
input,6
h1,1
h2,12
em,80
strong,20
h4,3
ol,1
footer,1
sup,1
h5,5
