html,1
head,1
meta,14
title,1
link,3
script,8
body,1
div,18
header,1
h1,1
a,51
ul,9
li,51
span,19
p,7
section,3
h2,4
form,1
input,1
br,2
img,2
footer,1
small,1
b,1
