html,1
head,1
meta,22
title,1
link,13
script,6
body,1
div,241
header,12
h1,2
a,139
span,112
select,1
option,7
ul,26
li,139
form,1
fieldset,12
legend,12
input,58
section,2
h3,2
article,11
br,52
p,33
label,55
textarea,11
button,11
b,28
img,13
