html,1
head,1
meta,19
link,10
title,1
script,4
body,1
nav,2
div,32
h1,5
a,291
ul,18
li,276
span,3
svg,3
path,3
form,1
fieldset,1
label,1
input,1
main,1
article,1
p,5
section,2
code,1
footer,1
br,1
img,6
h3,1
button,2
