html,1
head,1
meta,12
link,29
title,1
style,1
script,23
noscript,2
img,10
body,1
div,184
nav,1
ul,10
li,114
a,281
span,44
i,68
svg,68
rect,3
path,67
section,1
form,1
input,1
br,16
g,7
h4,3
