html,1
head,1
meta,18
script,35
link,25
title,1
noscript,5
img,15
body,1
iframe,1
br,3
div,313
a,186
header,3
p,10
nav,2
button,2
span,92
svg,3
path,5
ul,18
li,71
form,2
input,19
label,9
select,1
option,99
style,1
main,1
article,5
h1,1
g,1
h3,15
h4,4
h2,2
textarea,1
footer,1
