html,1
head,1
title,1
link,15
meta,29
script,8
body,1
form,1
div,80
input,11
ul,26
li,379
a,374
nav,4
img,9
label,1
blockquote,6
strong,23
em,9
h1,1
ol,5
h2,7
p,22
span,4
h3,10
menu,1
