html,1
head,1
meta,38
link,28
script,54
style,2
title,1
noscript,7
img,8
body,1
a,66
div,90
header,1
button,2
span,11
nav,3
h2,11
ul,8
li,48
section,11
form,2
label,2
input,4
aside,2
ol,1
article,1
h1,1
p,4
canvas,2
table,3
tbody,3
tr,19
td,40
footer,1
