html,1
head,1
meta,23
script,12
link,18
title,1
noscript,2
style,1
body,1
div,164
nav,2
a,44
img,13
span,52
aside,1
h2,3
h4,13
h3,2
p,16
figure,3
form,1
input,5
select,4
option,305
textarea,1
small,1
footer,1
svg,4
g,19
path,10
ul,7
li,24
h5,5
time,2
circle,2
label,1
iframe,1
