html,1
head,1
meta,23
script,11
link,18
title,1
noscript,2
style,1
body,1
div,119
nav,2
a,71
img,16
span,40
aside,1
h2,2
h4,11
p,12
footer,1
svg,4
g,19
path,10
ul,7
li,24
h5,5
time,2
circle,2
label,1
select,1
option,2
iframe,1
