html,1
head,1
link,10
meta,54
title,1
style,7
script,40
body,1
div,214
noscript,3
iframe,3
section,5
nav,1
button,7
span,22
a,151
picture,1
source,1
img,14
ul,22
li,123
form,4
input,8
i,19
header,14
h2,1
h1,3
figure,9
figcaption,2
h4,1
article,8
p,27
h7,4
h5,7
br,4
select,1
option,242
dialog,1
h6,5
footer,1
