html,1
head,1
meta,15
link,29
title,1
script,22
body,1
div,187
header,1
a,197
img,34
span,181
ul,14
li,94
svg,7
g,13
path,7
nav,1
p,69
i,1
form,3
input,6
h1,1
h2,11
em,46
strong,8
h4,3
ol,1
footer,1
sup,1
h5,5
