html,1
head,1
meta,27
link,19
title,17
script,11
body,1
noscript,1
iframe,1
div,54
a,93
nav,1
button,12
span,38
svg,17
g,7
path,28
mask,1
ul,15
li,84
form,2
label,2
input,3
img,5
p,22
section,5
circle,1
h2,4
br,6
main,1
header,1
h1,1
footer,1
small,1
strong,3
